document_index,document,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6
40,To see how the color of the blocks changed the perspective of how tall certain peaks of blocks were.,0.13083922174210397,0.10432023850045345,0.10434223398109409,0.07844948605340894,0.07226121616178677,0.05782807347378952,0.12294143197344451
41,I think it was to test how everyone responds to an experiment like the one we took,1.0,7.69802046153609e-309,3.462423086834655e-308,8.53841011529824e-309,1.0852522981716485e-308,6.28956648646193e-309,1.0657839931222493e-308
42,I think the purpose of the experiment was to see how people perceive objects compared to one another with potential other distractions.,3.039834187170519e-308,8.21328760210818e-309,1.0,8.64483695304855e-309,1.4015117714648317e-308,6.989306013687817e-309,1.582148337430281e-308
43,I think the purpose of the experiment was to see if people can identify a difference in size on the computer vs in person holding the blocks.,0.12519131681942153,0.10294287152435762,0.10632768801006473,0.08260643224460851,0.07271256399209011,0.058463408543144565,0.12273762075239414
44,I think the purpose of this experiment was to try and survey lots of peoples perceptions of size of things.,0.11482709735196814,0.04995246455174111,0.31486593514480243,0.0500280876466972,0.06540280761705275,0.035858398223521964,0.1294835201170594
45,To see how bar graphs can affect someones perspective on the percentages being shown.,0.10760320814423985,0.43714608865178156,0.06636524933930579,0.1271928963725812,0.09638950755542955,0.08614232785141995,0.07916072208524212
46,To see if people are capable of accurately determining a size difference of objects based strictly on visuals.,0.22043496986436364,0.10942407850974659,0.11321454895477202,0.0767327937673733,0.0829288655330512,0.057803027553196704,0.12381158467581821
47,to see if students can correctly measure the proportions of the blocks,0.1274824659576325,0.10687298335107782,0.1033962287650734,0.0817052175442487,0.07204527250662318,0.05845891221099175,0.12102082155043395
48,I think the purpose of this experiment was to see how individuals answers will vary/how they see and distinguish different proportions of bar graphs in different arrangements.,1.1868760308753514e-308,2.426080239816472e-308,8.72414009746823e-309,1.0,1.198998433237097e-308,9.54457857689447e-309,8.980816387318094e-309
49,To see if we would more accurately predict the percentages of the bars with a 3D model or on a 2D model.,1.482688537182264e-308,1.0,1.0081090387110913e-308,2.215704388095207e-308,1.3003272211429546e-308,1.200200538377245e-308,1.234133196156324e-308
50,I think the purpose of this experiment was to see how well participants could interpret graphs and if having a statistical background via taking a stats class may impact their interpretation skills.,0.13213198920299435,0.11944231166003808,0.08909842011325361,0.13472857307552338,0.1410526346407643,0.07636388193479018,0.08381120172347807
51,I think the purpose is to look at how people interpret the difference in the magnitude of data depending on the form it is viewed in,0.1987848327311862,0.1017856249239314,0.08615555653721782,0.07904932023808404,0.09393089268300776,0.05308054176932523,0.06843540869753022
52,To determine if people could accurately judge the difference in height with the blocks of different colors.,0.1314442512555252,0.10563453848027826,0.1035663506982526,0.07903383178560806,0.07183766740470807,0.05764867611094566,0.12181658615076346
53,Find how accurate people's perception of size and scale is.,1.693451818410279e-308,1.2732475581235195e-308,4.0064845747303364e-308,1.2027470405146887e-308,2.4722944405002007e-308,1.1125033960472283e-308,1.0
54,To see how different people interpret bar graphs and how they compare sizes based off of purely look given the percentage of the size compared to the other graph.,0.10539826160150742,0.4432344381331933,0.06561762111508423,0.12389957202467725,0.09642352783395278,0.08633758113236509,0.07908899815922
