document_index,document,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
0,They gave us charts and information that shows which one of the two ways looking at the bar graphs is more accurate than the other and which one people prefer.,1.0,1.1021930462311266e-308,8.939549433141016e-309,1.1601892363608044e-308,8.161784563378457e-309,8.543426685018033e-309,9.099084054230265e-309,7.742209523585944e-309,9.237384448526266e-309,9.42264730565247e-309,8.49711191601495e-309
1,I think the presentation was the easiest to understand. It explained the true meaning of the study in simple terms. When we participated and did the reflection we weren't given any background really at all.,0.016780632136574332,0.07522314927106356,0.2067234596630111,0.058948800115724946,0.04888228945584596,0.09423828328298442,0.11750744409125358,0.07405248601017358,0.06854782807363827,0.038996355565094926,0.06711956665022635
2,"During the participation and post-study reflection, I was confused because I still didn't know the purpose of the experiment. Now after watching the presentation and reading the extended abstract, I am less confused about how reading different types of graphs can change how you perceive the graph.",1.0,1.0767625095571522e-308,8.727948604064253e-309,1.1127485554808763e-308,8.042251581989493e-309,8.359715302437605e-309,8.797887132928075e-309,7.67614424587137e-309,8.89675197645054e-309,9.13698252892969e-309,8.393431122016124e-309
3,"Each one had a different way of getting you to understand the study and what it was trying to convey. The abstract was more wordage to tell you what it was about, participation was to actually do the study, presentation was to see a more visual explanation and the reflection helped to look back on what it was really about.",0.01634219852172022,0.05440627608845271,0.14123749328641622,0.051812384670297716,0.06097230921421744,0.22139997428644634,0.12573668675356778,0.08489685459480804,0.07632770388180564,0.04133910911777392,0.051530779296309635
4,I didn’t know all of the graphs had a specific ratio. I also didn’t realize there were two research questions that were being tested.,0.721765384149643,0.033537141835014946,0.02708687250751315,0.03501258497226013,0.02463787391191818,0.025729605012763182,0.02722384512740357,0.0234569010148103,0.027632352679278594,0.028131574756456994,0.025785864032938033
5,"The information that I gained from the components of this project differs when looking at participation and post-study reflection. With both of these I think I was clueless about the study going into it and now that it is over I see the what and why. I also think that the extended abstract and the presentation differ because the way that the experiment was presented to us seemed very simple, yet the abstract of the behind the scenes was much more complicated I think.",0.008965532326824715,0.022668457988277418,0.026987639814598802,0.029592433700930523,0.5764281882052301,0.052368444054234395,0.030060569964177903,0.048611772950622766,0.030784216466537007,0.030170897830965375,0.024552691765579834
6,"I felt when I was participating, I wasn't exactly sure what was being tested. As I completed the post-study reflection, and watched the presentation reflection, I got a better idea. At first, I thought the experimenters were testing to see if 3D models gave a more accurate result, but after watching the presentation I now know they were testing to see if 2D models have more accurate results.",0.039282575073234384,0.061685377006336,0.0388437461746204,0.08053630188743352,0.0295861797504548,0.036649642671391966,0.043000384500231394,0.02838249363631955,0.041109411666321975,0.03623273617711108,0.03431425773925453
7,"When hearing about all the background information and why the researchers did what they did for specific purposes it was interesting to see how taking a quiz about different block sizes, the researchers were looking at it from a deeper perspective. Another thing that surprised me were about the specific equations given for the experiment and how it related back to the 3D graphs.",0.15552135334815287,0.07932564245074923,0.05631334133517967,0.09296057647438186,0.049127646131827005,0.05551564144520126,0.06059069106665837,0.045571088815097006,0.06071559192564433,0.05990436976552799,0.052555498720326894
8,The information that I gained from the components of this project because I as not entirely sure what was going on when participating in the experiment itself. As I did the other pieces of work after the experiment it made more sense to me what was being evaluated. I found more information from the post study reflection and the extended abstract that the participation.,0.01643873209305351,0.050082449056186897,0.054488074014518134,0.06348891521200524,0.1382987941468034,0.11981700259758798,0.05090659878687592,0.08764130846946351,0.054024607957434474,0.05102391236811937,0.05476506577953053
9,"To start, participating in the experiment left me a bit confused simply because I was there to do something, not necessarily knowing the background to it. The post-study reflection made me sit down and think about what was going on behind the scenes. The extended abstract gave me a breakdown of what the experiment was about, why they did it, and how they did it. Lastly, the presentation gave me the study's results.",0.016993296565594694,0.11353884028197182,0.23623826480810878,0.06138535939008058,0.041972391422261945,0.06460806941531964,0.08359812360962018,0.05766303728964779,0.05199910781734924,0.033058570393839984,0.06466169986779116
10,"They differed because each one asked for different things. Even though the information was combined into one study, the presentation, abstract, reflection, and participation were different. They each used different types of learning to gather information from the students taking the introduction to stats class.",0.01574364071923314,0.0507606573810452,0.12043477950510535,0.05053776205531068,0.06060736064698127,0.2522362424679809,0.13027039602343443,0.07945247866044597,0.07682022052762737,0.04104264156105829,0.04809559016359294
11,"At first, I just had to guess why we were doing then, then I actually got to know why, and the information behind it. Especially during the participation part, I was extremely confused, but the extended abstract helped with that.",0.013784966854307511,0.05186078844169474,0.06241233412365803,0.06675596223037694,0.04475616955982969,0.12604734541667695,0.09024095777932166,0.04651270857020691,0.08474964225412802,0.04042830151765535,0.0443547924726302
12,There was a difference in the way of conveying the information between each component. The participation used 3D models and hands on learning while the abstract was reading based.,0.01587637336996659,0.054014804451532956,0.12605450496021253,0.04870742427365165,0.07347691061284639,0.23292746593364258,0.09471130678802057,0.11518149787085985,0.06726299958623422,0.040915034460486416,0.0568734474043619
13,"I do not believe much of the information was different from the rest of the projects. However, I do prefer this method over the rest of them.",0.015128153806765196,0.033954070117236,0.03716452934281061,0.05646536490912888,0.44226432606514127,0.07426921778857759,0.04549113621533548,0.058547322767306946,0.05342242459563737,0.06257271752651497,0.03462190539325946
14,This was easier to understand. It was communicated more simpler compared to the abstract.,0.013481612316233217,0.042045970087568725,0.06044034477035663,0.04883623764030996,0.048437856587395675,0.13064410481393918,0.30431483570162465,0.049629725679477515,0.08153892666997774,0.044193549295240615,0.03704107007287659
15,"Participation involves engaging in the study itself and providing feedback. Post-study delved into the subjective experiences and potential limitations noticed during the process. Extended abstract was condensed as a version of the study that highlighted key points such as the objectives, methods, results, and conclusions. Finally, the presentation offered more of an interactive overview of the study that emphasized the key findings and implications.",9.02515792545608e-309,4.011861461613905e-308,3.132826403270552e-308,1.7663177800407943e-308,2.171701160018431e-308,2.1019450372177926e-308,2.106921330976914e-308,5.734112324401757e-308,1.685962677351114e-308,1.462736151253238e-308,1.0
16,"The participation piece came first so I did not fully understand the goal of this study and what exactly I was supposed to be doing. This was the hands on piece where I got to participate in it. The post experiment reflection related more towards what we are learning in class and if we can identify the components of the experiment. the extended abstract and presentation both gave an overall on the experiment. the abstract is a more formal way of presenting the experiment, the intro, abstract, methods, study design, etc while I feel like the presentation took a deeper dive into how they created the bar graphs and recreated the previous experiment from Cleveland and McGill.",0.018323023009888452,0.10012311428935171,0.24666184799280488,0.0690608865225743,0.04520313250566935,0.07256098384604388,0.08305289312106034,0.059652819578123455,0.05765894467302076,0.03530799032692209,0.0621978611228187
17,the extended abstract showed me how and why the experiment was conducted. Through participation I learned how the experiment has meaning in the real world. In the presentation I learned that using 3d charts may not always be the best way to collect data/survey.,0.22180244889985545,0.07220579183790998,0.05480964904767182,0.07342019040636812,0.04780320557649002,0.0510868008118126,0.05358832855760473,0.04625964825667212,0.0536164104483858,0.05350350180916825,0.052178476478594256
18,"When 3D graphs become projected on a 2D surface they become distorted. One study showed participants answered more accurately with 2D graphs and in the other study 2D and 3D graphs had about the same accuracy, however, participants preferred the 2D graphs due to their simplicity. This doesn't mean the 3D graphs are absolutely horrible it just means they are used for different purposes.",1.0,1.130155146376176e-308,8.85773512210269e-309,1.1982075313191815e-308,8.131165645995064e-309,8.662927569862394e-309,9.349785897959103e-309,7.67690347111203e-309,9.49835120875289e-309,9.664557162607216e-309,8.490333917225107e-309
19,The components of this project differed as there was 7 unique ratios being used during the presentation rather then the participation part which was very interesting considering the blocks and the bar graph showed a difference.,8.317104401093823e-309,1.957275643539949e-308,2.206565742975703e-308,2.6769101106147455e-308,1.0,3.857157153449927e-308,2.452975174781631e-308,3.8946919766937244e-308,2.5819797767468488e-308,2.814270879632691e-308,2.0961951977638967e-308
20,"the components of this part of the project seemed to be much more of an in depth explanation of what they were looking for, why they were looking for it and what it could be explained by. It seemed that most of the others went over a general basics of what the research was about or what the process was going to be. I still feel like watching this slideshow garnered the most information relating to different components of the project.",1.059424178617532e-308,2.6011135571067294e-308,2.9540502585197937e-308,6.883784504314389e-308,3.1735050527675925e-308,6.454162645628186e-308,8.093886804364725e-308,2.5548532753774473e-308,1.0,4.851174394243296e-308,2.2013130209460136e-308
21,"While there was some variance in components of this project, I feel that most aspects of it remained fairly steady throughout. As I had kind of discussed in abstract reflection, I gained a better insight on what the actual purpose of the the experiment was after having the chance to read through the abstract. While I had thought that the variable of interest had something to do with colors and estimation, it actual had to do with 2D versus 3D models and how that depicts the accuracy of estimating values within them.",0.03856847508023057,0.05517247666023188,0.03598790728452866,0.08578642552892911,0.031099736775525477,0.038136387407963206,0.04203653493200483,0.028254132520079207,0.04198273833668966,0.03940330014009393,0.03319499161643301
22,"Participating in the project means jumping into tasks with your team or by yourself, figuring things out together, and learning by doing. After it's all done, reflecting on what went well, what could've been better, and what you've learned helps you grow. Then, you've gotta summarize it all into a short paper, highlighting why your project matters to others in your field. Presentation is important because it shows what you learned and how well you understood it.",7.91381472572706e-309,2.6913622400411734e-308,3.474862527790585e-308,1.87640343592484e-308,4.371757494632219e-308,3.1432631361504507e-308,2.3022121852122454e-308,1.0,1.942202590939364e-308,1.6904556461867765e-308,4.500603104823388e-308
23,"Each of these components had different information that weren't explained or shown in the other components of the project. For instance, from the presentation I got what the research questions they were trying answer. They each had information relevant to the project but like shown/explained in different ways. In the participation, we were doing the experiment, the presentation had more information about the project, the extended abstraction explained what they were trying to do and how they were doing it.",0.009602461730475777,0.029999216300052346,0.05378952561851695,0.03405399878615137,0.05385889630656537,0.36531467279611024,0.06782297667941575,0.05417115178625114,0.05590197597551364,0.030313043081760048,0.029707333446751437
24,"The information I gained from participation was fairly limited whereas the abstract and the presentation went into more depth about the reasoning behind the experiment, how it was set up, and what they were looking to gain from doing the experiment. Also, the presentation was the longest and most detailed component. The other components didn't go into as much detail and didn't provide me with as much information.",8.920505195517364e-309,2.668103115261621e-308,4.4268895553370645e-308,3.6291476196063035e-308,4.355914215086483e-308,1.0,6.534680093179752e-308,3.8887558748027445e-308,6.903234580363395e-308,2.9087502960971593e-308,2.4817204737771385e-308
25,"One part that differed from the start til the abstract was the true purpose and reasoning behind the project study. During participation, I knew what I had to do to complete the experiment but did not have much to any knowledge about why. I started to make assumptions while during the experiment. After reading the abstract and seeing the presentation, it showed more about why and how the data was evaluated.",0.01631112452939182,0.044002798672390785,0.05733668476183129,0.052989678731427216,0.297740322678736,0.1270343406264019,0.06276196618447787,0.10329581415144984,0.06329268437381645,0.05318920645061758,0.04858858354450147
26,"The different components of this project were presented oddly.I learned the most about the experiment from the final presentation because it explained the differences between the kits, why we were asked to complete the experiment, and what the researchers were trying to gain. I did not learn very much from the participation because I did not know what the researchers were trying to gain from the experiment. Also, the extended abstract helped me learn some about the purpose of the experiment, but it would have been more helpful if it was shorter and more concise.",0.027260575304866246,0.07255663780439316,0.055492984356804234,0.31675318226024746,0.05058474830101763,0.0771063562714013,0.07989958020410734,0.04366252516755831,0.09144667383026164,0.07364130636868375,0.0461833954582513
27,"The presentation went more into detail about how the users acted with the different types of graphs, the studies all focused on whether the 2D or 3D graphs had higher accuracy. The abstract has 5 types of graphs some have different positions and others have different lengths. The presentation had a different group used for testing. Over all, they all said that the 3D had the worse results.",1.0,1.0906830456965196e-308,8.679904087011044e-309,1.145061297247005e-308,7.995822040776063e-309,8.446154520108845e-309,8.97524975795894e-309,7.583517001087353e-309,9.117518789882925e-309,9.287341607730287e-309,8.34342984097169e-309
28,"*

Participation: This aspect involved active engagement in hands on work.

*

Post-study reflection: Reflection allowed for the students perspective and critical analysis of the project experience. 

*

Extended abstract: The extended abstract served as a summary of the project, highlighting key aspects such as objectives, and conclusions.

*

Presentation: The presentation offered an opportunity to communicate project findings to a wider audience in a written format.",8.09184839553873e-309,3.0402691278289586e-308,3.3300580455986234e-308,1.829189233602155e-308,3.430992900703285e-308,2.696677210773195e-308,2.1987905765540095e-308,1.0,1.77260777737811e-308,1.584019400884162e-308,7.828792764496865e-308
29,"The presentation reflection was a lot clearer when understanding the point of the study. I am a visual learner, so when I watched the video, the point and background of the study became a lot clearer to me compared to reading the directions. The video was a lot clearer about what the experiment was studying, for example, how three of the graphs studied were on position, and the other two were on length, along with the Shiny app and the future work planned for the study.",0.020770210104353357,0.04178628117275126,0.03756289663748461,0.16723874169588593,0.02889303265630743,0.040273720157920447,0.05130641913541639,0.026252045264823026,0.0633136366317133,0.043078107432814615,0.026505014439827994
30,"I think that the components differed within our study because we were learning about randomization and other factors used in the study within our class. The plan outlined in the end of the video is what we used, so it did not differ planning wise.",8.49662597534866e-309,2.1421451828056116e-308,2.488923409397505e-308,2.8153394980235486e-308,1.0,4.809180056991459e-308,2.732613265803155e-308,4.52368496194694e-308,2.8151744265796325e-308,2.8609323788482167e-308,2.3258445955090167e-308
31,"The components of this project differ because participation was lower than I expected. As well as the study reflection showed no significant evidence, I was expecting their to be stronger evidence. For future work I see how this study can help with the STAT 218 class, but I do not see it helping anything other.",8.42163222354577e-309,2.193908627152912e-308,2.5312728566702584e-308,2.4707311938920545e-308,1.0,4.0899433510503215e-308,2.581942859235852e-308,5.285020043609115e-308,2.5042823071442246e-308,2.5138875684954814e-308,2.4851619091433195e-308
32,That 3D models aren't always the best thing to use in experiments. Not necessarily the worst thing sometimes they are good but in this experiment it can throw some things off.,0.16014746847651515,0.08144848590011308,0.056659809197636364,0.09074401790064941,0.047557954718578294,0.05390447784785194,0.06129149405992104,0.045002039191144746,0.06019832178088856,0.05881334366626541,0.05233402873918251
33,We were given much more background and overview (more similar to what we learn in class) with the abstract and presentation. We did not receive much background with the participation and post-study reflection parts.,0.015890634583114318,0.05737942440018407,0.15393227348551597,0.056913184549623,0.06224506997653302,0.17290184114441612,0.08908332008038325,0.08749398728572548,0.07563615403186565,0.041849896417555994,0.05952264593584263
34,"We learned more as we went further along in the experiment. In the participation, we didn’t even know what the experiment was testing. In the post study reflection we had time to think about the experiment and hypothesize what they were trying to test. In the abstract we saw what they were trying to test and in the presentation we found out the results",9.33799494301448e-309,4.649326381686926e-308,1.0,2.8598300966534856e-308,2.618344474011022e-308,4.053512363118483e-308,4.0037307398080546e-308,4.210234525937169e-308,2.846386533947173e-308,1.803885670164309e-308,3.80687082505471e-308
35,The information differed by many ways. I wasn't aware of the specific groups that were assigned to us before reading the presentation. I also had no idea that 3D would be less effective. I would totally think 3D would be more effective since it is a tangible object.,0.3555822437644869,0.07488608531423001,0.05673141964495927,0.08199609609691362,0.049223691341176094,0.05378220266709922,0.05964173051356513,0.04647506990946109,0.05990360936725274,0.05953117162245767,0.052616372042990675
36,"While going through the project, everything began to feel more clear. While participating I was wildly confused on why the information was needed for a study. The goal of finding the best graphical elements to extract information makes a lot of sense, and I gathered that from the video above.",0.2450436836189607,0.06765464768122668,0.052444722874325306,0.06885453146470073,0.04691773324199342,0.04940621345878307,0.05104859991877934,0.04518618149987343,0.05141092766171365,0.05188227808200775,0.05042493262816906
37,"The further into the experiment I got, the more I understood exactly what was going on. The additional materials in the research paper, and the presentation especially helped me understand exactly what the goal of the project was.",0.019257513911071868,0.046191455495915676,0.03870022476008047,0.5158123942742255,0.04257277400118061,0.06734276008356826,0.05970166600472712,0.033508080411877875,0.07692776117739097,0.06645196054002914,0.03353340933993242
38,"Participation and post-study reflection I didn't gain much information, however in the abstract and the presentation I was able to gain much more. In the first two, I was more or less in the experiment while in the last two, I was reading and understanding the actual purpose of it.",0.014385666808221918,0.059992002355018045,0.0782501433395982,0.05988939926152486,0.06364088357170389,0.13939315329687293,0.06382377794693693,0.07151419616493021,0.05895403412987947,0.038995379272257207,0.05691765178364296
39,"The information that I learned was kind of split into two groups for me: (participation and post-study reflect) and (abstract and presentation). The information that I learned in the participation and post-study reflection was all kind of self taught and inferred. For example, going into this experiment I knew absolutely nothing other than what my teacher had told us about the experiment. The second group was much more for correcting and connecting assumptions that were made. The second half of this study was more for cementing the ideas and facts of this study.",0.013589344003648744,0.04655503338455094,0.05735243808270122,0.05444482803401162,0.08764627753926654,0.17505590415504674,0.0510436480501812,0.07646268754267829,0.053688213394050215,0.04156508613684556,0.04835282760760563
40,"While involvement encourages participation and teamwork, post-study reflection helps with learning and self-evaluation. While the presentation facilitates the effective presentation of major findings to viewers, the extended abstract acts as a short written overview of the project. Every element makes a distinct contribution to the distribution of project outcomes and overall learning. I would say that participation was obviously a big part of this experiment as well as post study reflection because they are key parts that could contribute to the future of the experiment.",0.014298156898890212,0.07608292665849811,0.471583633305369,0.04089204924733144,0.04438751791655793,0.06210218882938168,0.05922546017155436,0.08282316346248197,0.04162961925282481,0.028193014553509095,0.07502828115157713
41,"I learned that 3D graphics are not the best way to rely information, so what I took from that was 3D is not an accurate way to measure like depth perception.",0.33546090960168007,0.07924859842587721,0.058140353357094936,0.08477684937429762,0.05053604119425045,0.05536393225310415,0.06168685336226335,0.047961458213775836,0.061167808784999424,0.061456304575887924,0.05457058314136139
42,I learned that they gave each subject 5 out of the 7 and we each got it 3 times. I did not know we saw the same one many times.,9.366501966886082e-309,2.885541441791685e-308,3.6604493156186303e-308,4.66835533648742e-308,4.4098121251429707e-308,1.0,4.968473463180915e-308,3.5873914659285167e-308,6.440560254136737e-308,3.3926532885935643e-308,2.631187097036e-308
43,I feel that the presentation gave the most information on why we were taking the experiment and the reasons behind it.,1.2372664429018114e-308,2.9331887135536444e-308,2.68492114118948e-308,1.0,2.197572665895726e-308,3.452187631128278e-308,5.177285896790694e-308,1.941634520390673e-308,6.448977344572937e-308,3.799945859817227e-308,1.939874854139938e-308
44,"I don't think it differed much, it explained the point of the experiment and what they were trying to research through students, and how their spacial skills are at UNL.",9.82788752092004e-309,1.752027311730565e-308,1.633847548749162e-308,9.02258379955897e-308,2.7133928363441027e-308,3.0274334483390625e-308,2.7637578012250505e-308,1.7365289937790623e-308,6.414615939043555e-308,1.0,1.5170394182295277e-308
45,"My participation and post-study reflection in this experiment were personable components. The extended abstract and presentation were non-personable, literal descriptions of the purpose of the experiment and its goals.",1.0545996417473714e-308,1.0,5.385235973801594e-308,2.843306634136723e-308,2.172613934909022e-308,2.678351421151233e-308,3.4099692855616456e-308,3.037894289129169e-308,2.3218486200662705e-308,1.7491281274255053e-308,4.792899489696767e-308
46,"When participating, I had some idea that the question being asked in the experiment might've have had to do with if students can correctly guess the same exact shape as the 2D image/3D digital with the actual model. After doing it, I guess I kept about the same idea, and now after watching this, it makes sense. The questions asked in this experiment are good ones.",0.14419413523984634,0.08468201273095216,0.05814315846576695,0.09478620693261422,0.04833114339139398,0.055172977919858326,0.06261565341772916,0.04579903525480766,0.06137106480497627,0.05944680151752556,0.05355925180327577
47,"I think the abstract helped me to gain the most information. During participation, I didn't really understand the purpose of the study but the abstract and presentation supplemented my knowledge.",9.687829421288414e-309,3.7355480908187687e-308,4.603417422631657e-308,3.9443112774987864e-308,2.5624862888269685e-308,5.078943849175101e-308,1.0,2.8757791882557553e-308,5.009633052457117e-308,2.6188384803925914e-308,2.6621988413591554e-308
48,"While I was participating, I was pretty confused on what the experiment was testing. After watching the video, it was clear to me that they are testing if having physical model is more effective than a virtual one. The abstract helped me understand how they will calculate the results.",0.04204019234357364,0.05932508065622804,0.03710969569368959,0.0806845203155015,0.029735873799697284,0.036557077884411766,0.04326419930679575,0.028005621450524085,0.041510930178374636,0.0378968411520497,0.03349307350186356
49,"During my participation I was only aware that there was a study about graphs taking place, and during the post-study reflection I didn't know much more than that. After the extended abstract I knew a lot more about what the study was about, and after the presentation I fully knew that the study was about comparing people's responses to the different types of exams (ie 2D, 3D, and 3D printed).",0.01546581848953164,0.06985283490140894,0.0773086177008794,0.07643581060403976,0.03720385432797805,0.06941282871950859,0.12894867027655513,0.04200032372735571,0.0720290235863453,0.03646429848665228,0.0467818884002314
50,"While I was completing the experiment, I was guessing that the answers to the 3d models would have had more accurate predictions compared to the 2d model when in fact that was not the case.",0.3578748167283781,0.06817481513720101,0.050492254979012524,0.07429376873188447,0.044444636287923805,0.04884408741509726,0.05473041990705792,0.04186832551011645,0.05455585810412065,0.054907322261169324,0.04744613014345311
51,I felt like this information differed in the way of what I felt like was being tested in the study. While I participated in the study I felt like it had to do with something based off the color or percentages of height of the graphs but I then found out in the abstract and presentation it was studying the height perception of the graphs.,0.6321404749733956,0.04460054306544372,0.03564939696009888,0.04679629207936949,0.03215039035479007,0.033782946979273636,0.03634541069472542,0.030560941312606112,0.0367916519133153,0.03743019816191091,0.03375175350507084
52,Participation definitely differed from post study reflection. When I was taking the experiment I was assuming it was gauging how accurate your depth perception is. Now with much more context it was comparing your perception of a graph in a 3d environment to a 3d graph that is rendered in a 2d environment.,0.49159128056958845,0.06284987830299948,0.04911989552997276,0.06579748683295288,0.043650603742783366,0.04632870850836174,0.05048876980886718,0.04160832572152724,0.050763147585852514,0.05145474199353122,0.046347161403562966
53,The information I had about the study changed significantly from when I first took part in the experiment to now when I finished watching the presentation. At first I didn't know why I was taking the experiment or what it was measuring but now I know that it was primarily focused on people's perception of 2d vs. 3d objects and how accurately they can perceive each.,0.32888859282384453,0.080393211153633,0.05880711500206242,0.08547834141198714,0.05101486280397762,0.05581110162454235,0.06238438570057444,0.048493957389946364,0.06177045645599097,0.062118281096138185,0.055209386821895204
54,"Participation in the project worked more with our hands-on learning and practical application, while post-study reflection is critical analysis and personal growth in the chapter. It was more a less a fun guessing trial and error for our stats class.",0.013230636565534174,0.05686220644460791,0.08681893083479052,0.035930370642336174,0.06061706101721534,0.06342601210131202,0.04536524119280088,0.19335480941974376,0.03688622404417141,0.029595045323929727,0.09922419555002378
55,The participation was just me doing the experiment as a test subject so I did not know much. Then the post study reflection and extended abstract really dove into why we were being asked to do the experiment and what results are expected from it. Then the presentation showed me what the results were and also how the study came to be for UNL Stats 218 students.,0.018540015338807333,0.10483501190953542,0.17023504401933354,0.06712240385929016,0.056031732363838876,0.09544031543488181,0.08159018914748664,0.07446485227827615,0.060298544833286324,0.039817428542185784,0.08142795926135597
56,The didn't differ greatly. They appeared slightly different.,9.263896627408684e-309,1.626523805259112e-308,1.568129797733944e-308,7.145193314959531e-308,2.8543406675313506e-308,3.0110993762797936e-308,2.4866016272354217e-308,1.723139952715711e-308,5.581762293169815e-308,1.0,1.460188949396051e-308
57,"From the presentation, I gained knowledge of how 3D-printed vs 3D rendered graphs affect someone's thought process. People prefer to feel and move the graph over looking at a screen.",0.6737627654426949,0.040166507709200876,0.03136518180544121,0.04203973298900761,0.028337548208765332,0.030225004356537157,0.03206862163237243,0.027022313549461698,0.03229492369190124,0.03270494961986049,0.03001245099475708
58,"I didn't realize that there were three different types of graphs. The 3D printed, 3D digital and 2D digital. I just thought they were all either 3D printed or 2D digital.",1.0,1.0906109377294544e-308,8.60306768065209e-309,1.159958873470528e-308,7.957756147211316e-309,8.456537606464253e-309,9.11365405324812e-309,7.491384743806073e-309,9.29749181614346e-309,9.47172187207851e-309,8.26021534818642e-309
59,"During the participation and post-study reflection portions, we weren't given much information about what the study was focused on. This ""blindness"" led to more accurate experiment results. The abstract provided a brief summary of the purpose and results of the experiment, and the presentation went into detail about what the researchers were really trying to find and the design of the experiment.",0.02326683644699727,0.12028637187224865,0.08910869195685006,0.09955671955891608,0.049088586322654996,0.07291246811164187,0.24558020638036349,0.05448273261192284,0.08441056998793414,0.0538385905002106,0.05941881273439884
60,"Each component of the study had different parts of information on them. For example, the abstract had more information on what the experiment was testing and why compared to the actual experiment participation itself.",0.01234527660020016,0.04134018773699059,0.07771252915202735,0.04347751982219816,0.04554832518360202,0.16605799762598228,0.16274417483015363,0.05478469837968167,0.06936947230406666,0.03581025929960443,0.03773151359257707
61,I was able to understand the point of the experiment more because i m able to understand what is being said through someone rather than reading an abstract. Throughout the process the most confusing part was the participation because we didn't understand the experiment and the point. It started to make more sense after reading the abstract and doing the post reflection. I was bale to understand full the experiment through the presentation because it was more clear to me.,0.025307654016893985,0.07878707710929952,0.06080359531921272,0.2672315143691849,0.051717619146823185,0.08629437657608133,0.09274735802316153,0.046528934746744355,0.10284096726039096,0.07202164060292325,0.05030722815687653
62,"Not a lot differ. I never really thought about the distortion between the 2D graphs and the 3D graphs. I did notice that they looked different in some ways but after hearing the background behind the experiment and what was being tested, I thought the experiment was very interesting and seeing how results could be different from 2D to 3D.",1.0,1.143426793029812e-308,8.95673384554285e-309,1.21674249811897e-308,8.21340571266904e-309,8.743933445363513e-309,9.49508968244021e-309,7.73761238280977e-309,9.64119714189955e-309,9.83604586176418e-309,8.562156547284206e-309
63,I mostly learned about how the experimental process is conducted. I think each part taught me more about this process and how experiments are designed and carried out.,1.2049803793090383e-308,2.553614811534338e-308,2.341586802584408e-308,1.0,2.903198208849354e-308,4.428441402908432e-308,3.7852906079381414e-308,2.115832850418115e-308,5.705216934085273e-308,5.106133366819961e-308,1.98582534753071e-308
64,Now seeing what our the actual experiment was helped. Because when asked to look at blocks it makes me think back to elementary school. I understand why this would be something that people would want to look at.,0.09752030265122894,0.07404955032208951,0.05046736378937638,0.09315474100138,0.0433176001461844,0.05033075242508891,0.056386152941381495,0.040052780883837395,0.056188711082669165,0.05446940991462797,0.04659907310429974
65,"During this project and post-study reflections, we weren't given many instructions about what it was focused on. The abstract provided a bit more information of the purpose and results of what the experiment was supposed to be, but the presentation went into more detail.",0.02368416977765997,0.2486530728956525,0.06340275955477745,0.07919687984142688,0.037298471320429696,0.04999747044030138,0.0810521223901451,0.04040733640898622,0.053337601360688665,0.040526135003503105,0.05050020907487375
66,I didn't really notice anything that differed too much. I think most of the things I read had a similar point and idea they were trying to get too.,9.120954770406043e-309,1.6444192222496887e-308,1.609672620729373e-308,7.202853695725275e-308,3.073829885298704e-308,3.2511751971258805e-308,2.538725667670651e-308,1.791809042547339e-308,5.850231201282186e-308,1.0,1.4968532890624774e-308
67,"In most cases, the information I gained from the components of this project differed in what they did. In the case of the participation, I gained information on how to evaluate a 3D graph in comparison to another one. On the other hand, the other components gave me information that explained the specifics of the experiment (why it was being done, how it was being done, etc.) and gave me information on the actual point of the project/experiment.",0.015619392275072997,0.04092434731380393,0.04682914063279926,0.04972019820622932,0.4714964427952678,0.08946733351540051,0.04742885741167782,0.09165810784124374,0.04856142846180792,0.04908123672999798,0.04608843343511521
68,I think it was interesting to actually be a part of a study and have the chance to also see the behind-the-scenes. The chance to reflect on the study gave us the opportunity to see the how components of the study differ.,0.013568549312807791,0.06368233066811849,0.09947224417680305,0.0376529939610938,0.06285612745688629,0.06558324998985296,0.05182259421472664,0.1888871816993242,0.03935818216829153,0.03097999087226855,0.10888416767606018
69,"The study found that participants were the most accurate assuming measurements from 2d digital graphs. They also found that a graph with a smaller size difference comparison was read more accurately than a graph with a large size difference comparison. They expected the abstract to find a significant difference in readings, but one form of calculation in the presentation found no significance.",1.0,1.1251207768279513e-308,8.923058017523276e-309,1.175346928047232e-308,8.15582663911109e-309,8.625605760167866e-309,9.16159511240902e-309,7.765075120086217e-309,9.2653113896794e-309,9.428993782020584e-309,8.56271571804134e-309
70,"The information I gained from the components of this project differed by slowly revealing more about what the study was about and why we were participating in it. At first we were given hardly any information, just told that we were going to participate in a study. Then as I began to go through the components like actually doing the study, then reading the abstract and watching the presentation made it clear what this study was about and the type of information the researchers wanted to gather from it.",0.016253457327351135,0.04339349495342861,0.050943418737136356,0.05048634854018421,0.43447996927356397,0.09537781592886335,0.05058525604705003,0.10501677935624655,0.050970806760893064,0.049714153430657826,0.049653418263041406
71,"During the participation portion of this project I had limited information on the scope and purpose of the study, but more information was provided during each component. I went from participating in the study, to reflecting on what might be the greater purpose of the study, to being given the abstract of a similar study that provided more in-depth information. The video I just watched allowed me to see the results of the study I participated in myself.",9.53885126141864e-309,5.245323975510659e-308,4.409661311419627e-308,2.253817362798778e-308,2.773708242788565e-308,2.9061935823742953e-308,2.748362703086519e-308,6.732139996811038e-308,2.15822011023259e-308,1.783482311350736e-308,1.0
